time,irradiance,temperature,voltage,current,power,source_site,weather_condition,source_file,date,irradiance_rolling_std,operating_scenario
2023-01-01 12:02:00,558.64,3.2471,118.16,4.5554,489.52,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,24.756153828513064,moderate
2023-01-01 12:03:00,574.37,3.2511,118.23,4.7352,512.64,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,23.821820089594357,moderate
2023-01-01 12:25:00,597.48,3.5157,118.35,4.8727,528.89,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,90.24543976343277,moderate
2023-01-01 12:32:00,587.13,3.3491,118.34,4.8733,527.43,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,40.71602518255917,moderate
2023-01-01 12:33:00,546.73,3.4039,118.22,4.5724,490.75,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,43.613488324251804,moderate
2023-01-01 12:34:00,548.15,3.4864,118.18,4.6088,496.02,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,48.035917196952774,moderate
2023-01-01 12:35:00,561.49,3.3809,118.17,4.6846,504.84,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,48.4771450518806,moderate
2023-01-01 12:36:00,547.55,3.2765,118.16,4.5765,490.75,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,50.84268466367251,moderate
2023-01-01 12:37:00,525.41,3.2765,118.16,4.4259,472.23,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,55.56655248652924,moderate
2023-01-01 12:38:00,521.74,3.3328,118.13,4.4138,471.22,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,59.51203467727081,moderate
2023-01-01 12:39:00,511.52,3.3372,118.13,4.3465,462.57,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,62.765880001646295,moderate
2023-01-01 12:40:00,526.12,3.1993,118.2,4.4513,476.62,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,65.04767954574416,moderate
2023-01-01 12:41:00,510.11,3.0352,118.04,4.3277,458.33,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,67.757690443859,moderate
2023-01-01 12:42:00,500.96,2.8949,117.98,4.296,455.72,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,65.87816057657109,moderate
2023-01-01 12:43:00,494.29,2.8284,118.01,4.2417,448.07,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,56.29414993712009,moderate
2023-01-01 12:44:00,482.94,2.9195,118.02,4.1573,439.17,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,48.2398006195053,moderate
2023-01-01 12:45:00,483.32,3.0214,117.99,4.1669,440.31,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,39.12955353693803,moderate
2023-01-01 12:46:00,489.82,2.9921,118.01,4.2295,448.01,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,30.81490638048728,moderate
2023-01-01 12:47:00,486.58,2.9066,118.02,4.1998,442.81,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,26.362931551709124,moderate
2023-01-01 12:48:00,484.0,2.9011,117.88,4.1929,440.86,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,26.076861938728932,moderate
2023-01-01 12:49:00,482.75,2.8908,117.74,4.1702,438.62,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,24.973291733371912,moderate
2023-01-01 12:50:00,468.43,2.8884,117.76,4.0591,423.43,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,21.904212836806135,moderate
2023-01-01 12:51:00,458.19,2.8513,117.63,3.9764,413.06,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,20.453787238090065,moderate
2023-01-01 12:52:00,427.65,2.7919,117.5,3.7472,383.69,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,25.137485630222216,moderate
2023-01-01 12:53:00,398.65,2.7183,117.44,3.5238,354.78,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,32.535312654466914,moderate
2023-01-01 12:54:00,367.07,2.686,117.5,3.2974,324.62,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,42.50288122446593,moderate
2023-01-01 12:55:00,362.8,2.6884,117.6,3.2805,321.87,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,47.87782747587479,moderate
2023-01-01 12:56:00,383.19,2.6685,117.74,3.441,345.01,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,49.544762848502906,moderate
