system_id,system_public_name,site_location,timezone_or_utc_offset,latitude,longitude,elevation_m,dc_capacity_kW,kg_climate,pvcz_composite,pvcz_t_rack,pvcz_t_roof,pvcz_humidity,pvcz_wind,tracking,type,azimuth,tilt,first_timestamp,last_timestamp,years,number_records,dataset_size_mb,available_sensor_channels,qa_status,qa_issue,,,,,
1312,[1312] St. Petersburg Parks CDP - Gladden Park Rec Center,"St Petersburg, FL",America/New_York,27.8,-82.6867,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,2/8/2013 16:55,7/25/2014 9:15,1.4575,1938674,44.37,26,fail,,,,,,
1314,[1314] St. Petersburg Parks CDP - Crisp Park RB-Production Meter,"St Petersburg, FL",America/New_York,27.805,-82.627,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 10:33,7/12/2016 18:04,3.3205,15507254,354.93,3,fail,,,,,,
1315,[1315] St. Petersburg Parks CDP - Dell Holmes Park RB-Production Meter,"St Petersburg, FL",America/New_York,27.7427,-82.663,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 14:10,12/24/2014 17:55,1.7698,6557465,150.09,3,fail,,,,,,
1316,[1316] St. Petersburg Parks CDP - Demens Landing Park RB-Production Meter,"St Petersburg, FL",America/New_York,27.7701,-82.629,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,4/8/2013 4:33,6/12/2014 4:54,1.178,1965672,44.99,3,fail,,,,,,
1317,[1317] St. Petersburg Parks CDP - Azalea Park MB-Production Meter,"St Petersburg, FL",America/New_York,27.7863,-82.7379,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/4/2013 7:43,3/4/2013 9:14,0,1098,0.03,3,fail,,,,,,
1318,[1318] St. Petersburg Parks CDP - Crescent Lake Park MB-Production Meter,"St Petersburg, FL",America/New_York,27.7883,-82.6414,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 14:11,7/7/2017 12:46,4.3068,24774804,567.05,3,fail,,,,,,
1319,[1319] St. Petersburg Parks CDP - Demens Landing Park MB-Production Meter,"St Petersburg, FL",America/New_York,27.7701,-82.629,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,4/1/2013 11:09,8/4/2018 15:30,5.3452,18098781,414.25,3,fail,,,,,,
1320,[1320] St. Petersburg Parks CDP - Lake Vista Park MB-Production Meter,"St Petersburg, FL",America/New_York,27.714,-82.6525,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,4/9/2013 11:24,7/1/2013 2:46,0.2273,1062026,24.31,3,fail,,,,,,
1321,[1321] St. Petersburg Parks CDP - Mirror Lake Park MB-Production Meter,"St Petersburg, FL",America/New_York,27.7743,-82.6423,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/20/2013 16:16,8/4/2018 12:21,5.378,24773537,567.02,3,fail,,,,,,
1322,[1322] St. Petersburg Parks CDP - Walter Fuller Park MB-Production Meter,"St Petersburg, FL",America/New_York,27.7955,-82.7476,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,12/16/2012 14:09,12/18/2012 10:48,0.0054,1086,0.02,3,fail,,,,,,
1323,[1323] St. Petersburg Parks CDP - Wildwood Park MB-Production Meter,"St Petersburg, FL",America/New_York,27.7589,-82.67,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,12/22/2013 6:46,8/4/2018 12:39,4.6191,5296855,121.24,3,fail,,,,,,
1324,[1324] St. Petersburg Parks CDP - Azalea Park Rec Center-Production Meter,"St Petersburg, FL",America/New_York,27.7863,-82.7379,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 14:08,9/3/2015 9:15,2.463,198697,4.55,3,fail,,,,,,
1325,[1325] St. Petersburg Parks CDP - Campbell Park Rec Center-Production Meter,"St Petersburg, FL",America/New_York,27.7643,-82.6497,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 14:11,7/7/2018 14:30,5.3068,28792752,659.01,3,fail,,,,,,
1326,[1326] St. Petersburg Parks CDP - J.W. Cate Rec Center-Production Meter,"St Petersburg, FL",America/New_York,27.7936,-82.7144,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 17:09,2/16/2017 10:08,3.9205,20747069,474.86,3,fail,,,,,,
1328,[1328] St. Petersburg Parks CDP - Walter Fuller Park Rec Center-Production Meter,"St Petersburg, FL",America/New_York,27.7955,-82.7476,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 14:43,9/6/2013 12:45,0.4712,594364,13.6,3,fail,,,,,,
1329,[1329] St. Petersburg Parks CDP - Wildwood Park Rec Center-Production Meter,"St Petersburg, FL",America/New_York,27.7589,-82.67,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 14:42,6/19/2018 11:37,5.2575,22138522,506.71,3,fail,,,,,,
1330,[1330] St. Petersburg Parks CDP - Science Center of Pinellas Cnty-Production Meter,"St Petersburg, FL",America/New_York,27.7938,-82.7457,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 14:42,9/22/2013 11:41,0.515,2964356,67.85,3,fail,,,,,,
1331,[1331] St. Petersburg Parks CDP - Gladden Park Rec Center-Production Meter,"St Petersburg, FL",America/New_York,27.8,-82.6867,5,,Cfa,45,5,8,4,4,fixed,unknown,-1,,3/18/2013 14:42,7/25/2014 9:01,1.3534,7922259,181.33,3,fail,,,,,,
1332,NREL Parking Garage,"Golden, CO",7,39.7388,-105.1732,1770,1153.488,BSk,12,2,4,1,3,fixed,roof,180,16.77,3/29/2013 12:01,5/7/2024 14:30,11.115,304151409,6961.47,26,pass,"Filtered time series less than 1.0 years data, Less than 10% daytime values, Wrong mounting config identified. Please manually review.",,,,,
1332,NREL Parking Garage,"Golden, CO",7,39.7388,-105.1732,1770,1153.488,BSk,12,2,4,1,3,fixed,roof,180,60,3/29/2013 12:01,5/7/2024 14:30,11.115,304151409,6961.47,26,pass,"Filtered time series less than 1.0 years data, Less than 10% daytime values, Wrong mounting config identified. Please manually review.",,,,,
1334,Residential - NOLA -1 - Net Meter - District A North,"New Orleans, LA",America/Chicago,30.0017,-90.0926,10,3.24,Cfa,44,4,7,4,4,fixed,roof,185.9,17,3/7/2012 14:06,7/24/2015 7:10,3.3808,1371831,31.4,3,fail,,,,,,
1335,Residential - NOLA -2 - Net Meter - District B,"New Orleans, LA",America/Chicago,29.951,-90.0812,10,2.82,Cfa,44,4,7,4,4,fixed,roof,170,32,3/7/2012 16:14,7/20/2012 9:51,0.3698,154915,3.55,3,fail,,,,,,
1336,Residential - NOLA -3 - Net Meter - District A North,"New Orleans, LA",America/Chicago,30.0017,-90.0926,10,3.6,Cfa,44,4,7,4,4,fixed,roof,177,32,3/5/2012 16:55,9/5/2015 18:50,3.5041,1469544,33.64,3,fail,,,,,,
1337,Residential - NOLA -4 - Net Meter - District B,"New Orleans, LA",America/Chicago,29.951,-90.0812,10,5.06,Cfa,44,4,7,4,4,fixed,roof,165,28,3/6/2012 17:52,6/21/2014 14:30,2.2931,958776,21.94,3,fail,,,,,,
1338,Residential - NOLA -5 - Net Meter - District B,"New Orleans, LA",America/Chicago,29.951,-90.0812,10,13.2,Cfa,44,4,7,4,4,fixed,roof,175,32,3/6/2012 15:19,9/5/2015 18:50,3.5013,1384825,31.7,3,fail,,,,,,
1339,Residential - NOLA -6 - Net Meter - Jefferson Parish,"New Orleans, LA",America/Chicago,29.9745,-90.1563,10,4.05,Cfa,44,4,7,4,4,fixed,roof,199,27,3/6/2012 16:13,4/23/2014 7:20,2.1315,898912,20.57,3,fail,,,,,,
1340,Residential - NOLA -7 - Net Meter - District B,"New Orleans, LA",America/Chicago,29.951,-90.0812,10,3.45,Cfa,44,4,7,4,4,fixed,roof,178,33,12/31/2011 22:03,8/25/2015 18:55,3.652,1304556,29.86,3,fail,,,,,,
1342,Residential - NOLA -9 - Net Meter - District B,"New Orleans, LA",America/Chicago,29.951,-90.0812,10,4.625,Cfa,44,4,7,4,4,fixed,roof,195,33,3/15/2012 15:37,9/5/2015 18:50,3.4767,1456152,33.33,3,fail,,,,,,
1343,Residential - NOLA -10 - Net Meter - District A South,"New Orleans, LA",America/Chicago,29.951,-90.0812,10,8.46,Cfa,44,4,7,4,4,fixed,roof,187,33,12/31/2011 22:02,8/29/2015 18:55,3.663,1532995,35.09,3,fail,,,,,,
1344,Residential - NOLA -11 - Net Meter - District A North,"New Orleans, LA",America/Chicago,30.0017,-90.0926,10,9.2,Cfa,44,4,7,4,4,fixed,roof,185,23,2/28/2012 18:52,6/24/2014 22:40,2.3205,972839,22.27,3,fail,,,,,,
1345,Residential - NOLA -12 - Net Meter - District D,"New Orleans, LA",America/Chicago,29.9922,-90.0495,10,3.36,Cfa,44,4,7,4,4,fixed,roof,218,30,3/6/2012 10:22,9/5/2015 18:50,3.5013,1473224,33.72,3,fail,,,,,,
1346,Residential - NOLA -13 - Net Meter - District A South,"New Orleans, LA",America/Chicago,29.9288,-90.1273,10,8.82,Cfa,44,4,7,4,4,fixed,roof,198,,3/9/2012 11:03,10/24/2014 12:25,2.6273,1100320,25.18,3,fail,,,,,,
1347,Residential - NOLA -14 - Net Meter - District A North,"New Orleans, LA",America/Chicago,30.0017,-90.0926,10,6.426,Cfa,44,4,7,4,4,fixed,roof,244,33.3,3/7/2012 13:19,9/5/2015 18:50,3.4986,1470235,33.65,3,fail,,,,,,
1348,Residential - NOLA -15 - Net Meter - District A North,"New Orleans, LA",America/Chicago,30.0017,-90.0926,10,19.32,Cfa,44,4,7,4,4,fixed,roof,96,19,3/8/2012 11:33,9/3/2015 18:40,3.4904,1216296,27.84,3,fail,,,,,,
1349,Residential - NOLA -16 - Net Meter - District A North,"New Orleans, LA",America/Chicago,30.0017,-90.0926,10,5.75,Cfa,44,4,7,4,4,fixed,roof,-1,,3/19/2012 17:03,1/4/2014 15:44,1.7972,751599,17.2,3,fail,,,,,,
1350,Residential - NOLA -17 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,4.23,Cfa,44,4,7,4,4,fixed,roof,195,30,3/2/2012 15:34,11/9/2012 8:37,0.6904,283828,6.5,3,fail,,,,,,
1351,Residential - NOLA -18 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,4.14,Cfa,44,4,7,4,4,fixed,roof,195,15,2/8/2012 12:48,6/11/2014 7:45,2.3397,944296,21.61,3,fail,,,,,,
1352,Residential - NOLA -19 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,4.23,Cfa,44,4,7,4,4,fixed,roof,195,30,2/8/2012 13:22,3/19/2013 11:56,1.1095,327980,7.51,3,fail,,,,,,
1353,Residential - NOLA -20 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,4.14,Cfa,44,4,7,4,4,fixed,roof,195,28,2/8/2012 13:41,8/27/2015 18:45,3.5506,1391824,31.86,3,fail,,,,,,
1354,Residential - NOLA -21 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,4.32,Cfa,44,4,7,4,4,fixed,roof,195,35,3/2/2012 13:17,8/27/2015 18:45,3.4876,1434391,32.83,3,fail,,,,,,
1355,Residential - NOLA -22 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,2.7,Cfa,44,4,7,4,4,fixed,roof,195,30,3/2/2012 14:24,8/27/2015 18:45,3.4876,1392847,31.88,3,fail,,,,,,
1356,Residential - NOLA -23 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,2.8,Cfa,44,4,7,4,4,fixed,roof,195,35,3/2/2012 14:24,8/20/2015 18:50,3.4684,1425239,32.62,3,fail,,,,,,
1357,Residential - NOLA -24 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,2.8,Cfa,44,4,7,4,4,fixed,roof,190,30,3/2/2012 13:48,12/22/2012 3:37,0.8082,307152,7.03,3,fail,,,,,,
1358,Residential - NOLA -25 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,4.14,Cfa,44,4,7,4,4,fixed,roof,195,28,3/2/2012 14:44,8/20/2015 18:50,3.4684,1300304,29.76,3,fail,,,,,,
1359,Residential - NOLA -26 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,4.14,Cfa,44,4,7,4,4,fixed,roof,195,30,3/1/2012 11:51,8/20/2015 18:50,3.4712,1341284,30.7,3,fail,,,,,,
1360,Residential - NOLA -27 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,2.8,Cfa,44,4,7,4,4,fixed,roof,195,20,2/16/2012 15:43,8/20/2015 18:50,3.5095,1443142,33.03,3,fail,,,,,,
1361,Residential - NOLA -28 - Net Meter - District E,"New Orleans, LA",America/Chicago,29.9809,-90.0023,10,4.32,Cfa,44,4,7,4,4,fixed,roof,195,28,3/2/2012 13:38,8/7/2015 18:45,3.4328,1402728,32.11,3,fail,,,,,,
1362,Residential - NOLA -29 - Net Meter - District B,"New Orleans, LA",America/Chicago,29.951,-90.0812,10,9.46,Cfa,44,4,7,4,4,fixed,roof,175,30,1/30/2012 18:02,8/7/2015 18:45,3.5205,1475252,33.77,3,fail,,,,,,
1363,Residential - NOLA -30 - Net Meter - District A South,"New Orleans, LA",America/Chicago,29.9288,-90.1273,10,5.16,Cfa,44,4,7,4,4,fixed,roof,225,30,2/17/2012 20:02,8/7/2015 18:45,3.4712,1453156,33.26,3,fail,,,,,,
1364,Residential - NOLA -31 - Net Meter - District A North,"New Orleans, LA",America/Chicago,30.0017,-90.0926,10,5.76,Cfa,44,4,7,4,4,fixed,roof,180,15,3/15/2012 16:07,4/26/2014 13:35,2.115,887587,20.32,3,fail,,,,,,
1367,[1367] City of Henderson-NV - Aquatic Complex,"Henderson, NV",America/Los_Angeles,36.033,-114.9516,660,277.16,Bwh,26,6,9,2,2,fixed,unknown,172,12,5/8/2013 10:42,5/24/2020 17:45,7.0493,16702955,382.3,14,pass,Filtered time series less than 1.0 years data,,,,,
1368,[1368] City of Henderson-NV - Heritage Park,"Henderson, NV",America/Los_Angeles,36.033,-114.9516,660,,Bwh,26,6,9,2,2,fixed,unknown,-1,,5/29/2013 5:10,7/24/2020 22:00,7.1589,6176360,141.37,39,pass,Filtered time series less than 1.0 years data,,,,,
1369,[1369] City of Henderson-NV - Police Station,"Henderson, NV",America/Los_Angeles,36.03,-114.9839,660,,Bwh,26,6,9,2,2,fixed,unknown,-1,,5/20/2013 5:15,7/26/2020 15:45,7.189,4778028,109.36,51,pass,Wrong mounting config identified. Please manually review.,,,,,
1403,[1403] RTC-FSEC-Baseline,"Cocoa Beach, FL",America/New_York,28.405,-80.7709,12,6,Cfa,45,5,8,4,4,fixed,unknown,180,35,12/1/2014 10:22,6/3/2020 21:32,5.5095,63703429,1458.06,26,fail,,,,,,
1416,[1416] GSA Sanford Federal Building,"Raleigh, NC",7,35.7793,78.63411,110,564.5,ET,11,1,4,1,0,fixed,unknown,180,10,11/5/2015 16:33,3/26/2018 22:50,2.389,134158917,3070.65,32,fail,,,,,,
1418,[1418] Clark County-NV - Desert Breeze,"Clark County, NV",America/Los_Angeles,36.1253,-115.2713,779,42,Bwh,25,5,8,2,2,fixed,roof,138,10,6/23/2015 0:00,5/28/2020 23:45,4.9342,2469880,56.53,12,fail,,,,,,
1419,[1419] Clark County-NV - Hollywood Rec Center,"Clark County, NV",America/Los_Angeles,36.1534,-115.0256,779,40,Bwh,26,6,9,2,2,fixed,roof,210,10,6/23/2015 0:00,5/28/2020 23:45,4.9342,3546188,81.17,14,fail,,,,,,
1420,[1420] Clark County-NV - Government Center,"Clark County, NV",America/Los_Angeles,36.1654,-115.1534,678,30,Bwh,26,6,8,2,2,fixed,roof,180,10,6/23/2015 0:00,5/28/2020 23:45,4.9342,2667478,61.05,9,fail,,,,,,
1422,[1422] RTC-VT-Baseline,"Burlington, VT",America/New_York,44.4665,-73.1014,109,6,Dfb,32,2,5,3,3,fixed,unknown,180,35,11/17/2014 11:25,1/28/2018 23:30,3.2,37597552,860.54,26,fail,,,,,,
1423,[1423] RTC-NV-Baseline,"Henderson, NV",America/Los_Angeles,36.0275,-114.9215,697,6,Bwh,26,6,9,2,2,fixed,unknown,180,35,11/24/2015 11:24,7/28/2025 22:59,9.6821,105685548,2418.95,26,fail,,,,,,
1429,[1429] RTC-SNL-Baseline,"Albuquerque, NM",America/Denver,35.0549,-106.5433,1658,6,Bsk,23,3,6,2,3,fixed,unknown,180,35,2/25/2016 22:31,10/31/2017 22:29,1.6821,20336849,465.47,26,fail,,,,,,
1430,[1430] NREL Mesa 1-axis,"Golden, CO",America/Denver,39.7438,-105.1779,1831,720.72,BSk,12,2,4,1,3,tracking,single-axis tracker,180,0,12/9/2008 17:15,3/17/2024 23:30,15.2794,2579401,59.04,13,pass,"Filtered time series less than 1.0 years data, Less than 10% daytime values",,,,,
1431,[1431] NREL Windsite PV 1-axis,"Boulder, CO",America/Denver,39.9094,-105.2311,1850,1082.85,Dfb,11,1,4,1,3,tracking,single-axis tracker,180,0,12/11/2009 15:15,1/14/2018 21:30,8.0986,1990180,45.55,11,fail,,,,,,
1432,[1432] NREL S and TF,"Golden, CO",America/Denver,39.7422,-105.1719,1780,94.05,BSk,12,2,4,1,3,fixed,roof,175,10,9/27/2009 0:00,1/14/2018 21:15,8.3041,1584879,36.28,7,fail,,,,,,
1433,[1433] NREL RSF1,"Golden, CO",America/Denver,39.7404,-105.1719,1780,449.28,BSk,12,2,4,1,3,fixed,roof,180,10,12/31/2010 0:00,5/7/2024 15:30,13.3589,2118543,48.49,10,pass,Filtered time series less than 1.0 years data,,,,,
2105,Maui Ocean Center,"Maui, HI",10,20.79253,-156.512,10,110,Cfb,36,6,9,3,0,,,,,12/15/2018 0:15,11/15/2023 12:21,4.9205,15810109,361.86,71,pass,"Filtered time series less than 1.0 years data, Less than 10% daytime values",,,,,
2107,Farm Solar Array,"Arbuckle, CA",PST8PDT,38.996306,-122.134111,10,893,Csa,33,3,6,3,1,fixed,ground,180,25,1/1/2017 0:00,11/30/2024 23:45,7.9178,89369541,2045.51,125,pass,,,,,,
4901,NIST_Canopy_1,Gaithersburg MD,5,39.1385,-77.2155,137,242.5,Cfa,34,4,7,3,3,fixed,carport,270,5,7/29/2014 7:59,3/14/2018 23:59,3.6273,190271024,4354.96,100,pass,"correlation coefficient less than 0.5, Filtered time series less than 1.0 years data, Percent clipping exceeded threshold of 10%, Wrong mounting config identified. Please manually review., Less than 10% daytime values",,,,,
4901,NIST_Canopy_1,Gaithersburg MD,5,39.1385,-77.2155,137,242.5,Cfa,34,4,7,3,3,fixed,carport,90,5,7/29/2014 7:59,3/14/2018 23:59,3.6273,190271024,4354.96,100,pass,"correlation coefficient less than 0.5, Filtered time series less than 1.0 years data, Percent clipping exceeded threshold of 10%, Wrong mounting config identified. Please manually review., Less than 10% daytime values",,,,,
4902,NIST_Ground_1,Gaithersburg MD,5,39.1319,-77.2141,138,270.7,Cfa,34,4,7,3,3,fixed,ground,180,20,7/29/2014 7:38,3/14/2018 23:59,3.6273,182368772,4174.09,98,pass,"Percent clipping exceeded threshold of 10%, Filtered time series less than 1.0 years data, Wrong mounting config identified. Please manually review., correlation coefficient less than 0.5",,,,,
4903,NIST_Roof_1,Gaithersburg MD,5,39.1354,-77.2156,149,73.7,Cfa,34,4,7,3,3,fixed,roof,180,10,7/29/2014 6:53,3/14/2018 23:59,3.6273,243625637,5576.15,121,pass,"Filtered time series less than 1.0 years data, Less than 10% daytime values",,,,,
7333,Shine On Solar Facility - 10sec,"Levis, CA",8,36.578,-120.4016,330.1,205300,Bsk,34,4,7,3,1,tracking,ground,180,0,10/31/2016 21:00,10/31/2023 15:59,7.0027,40642454532,930231.96,4086,fail,,,,,,
7334,Shine On Solar Facility - 5min,"Levis, CA",8,36.578,-120.4016,330.1,205300,Bsk,34,4,7,3,1,tracking,ground,180,0,10/31/2016 21:00,10/31/2023 15:55,7.0027,2039462472,46679.59,4086,fail,,,,,,
9068,SR_CO,"Kersey, CO",7,40.3864,-104.5512,1407,4738,Bsk,12,2,5,1,0,tracking,single-axis tracker,180,0,8/23/2017 17:40,4/30/2025 14:20,7.6904,329699672,7546.23,438,pass,"Filtered time series less than 1.0 years data, temp mean outside boundaries, correlation coefficient less than 0.5",,,,,
9069,Simon Solar Farm,"Social Circle, GA",5,33.6762,-83.676,330.1,33000,Cfa,35,5,7,3,2,fixed,ground,180,20,2/17/2016 18:05,11/29/2023 14:50,7.7863,1758480382,40248.42,5119,pass,"Filtered time series less than 1.0 years data, Wrong mounting config identified. Please manually review., correlation coefficient less than 0.5, Less than 10% daytime values, Best sensor fit power-irradiance relationship R-squared less than 0.5.",,,,,
10000,Pvoutput.org Erics System,ZIP: 55116,America/Chicago,44.914573,-93.162525,288.7918701,5.85,Dfa,33,3,5,3,3,fixed,unknown,180,33,3/22/2011 12:50,2/23/2025 14:00,13.9369,1585395,36.29,2,pass,,,,,,
10001,Pvoutput.org Bartfamily PV Array,ZIP: 21009,America/New_York,39.483937,-76.301594,51.22254181,3.36,Cfa,34,4,7,3,3,fixed,unknown,180,20,3/29/2011 6:05,3/7/2023 12:10,11.9479,1274810,29.18,2,pass,,,,,,
10003,Pvoutput.org Bills 2 axis tracking,ZIP: 17042,America/New_York,40.346434,-76.423645,145.1507721,11.04,Cfa,34,4,6,3,3,fixed,unknown,180,35,4/27/2011 9:20,1/23/2025 17:10,13.7534,1119026,25.61,2,pass,,,,,,
10005,Pvoutput.org Lee Morehead Denton TX,ZIP: 76205,America/Chicago,33.198982,-97.150581,207.6394348,15.665,Cfa,35,5,7,3,3,fixed,unknown,180,19,8/2/2011 17:30,12/6/2021 10:50,10.3534,1438588,32.93,2,pass,,,,,,
10006,Pvoutput.org Marlborough_6.9kW_Enphase,ZIP: 01752,America/New_York,42.349708,-71.594007,100.6980896,6.9,Dfb,33,3,6,3,3,fixed,unknown,225,35,12/30/2018 7:30,2/23/2025 13:35,6.1561,935968,21.42,2,pass,,,,,,
10010,Pvoutput.org Power from Above,ZIP: 54161,America/Chicago,45.136089,-88.010933,202.5121918,12.192,Dfb,33,3,5,3,2,fixed,unknown,180,35,2/16/2012 6:50,1/23/2025 16:55,12.9452,1575288,36.06,2,pass,Wrong mounting config identified. Please manually review.,,,,,
10012,Pvoutput.org Stapp Solar,ZIP: 18343,America/New_York,40.889911,-75.1112,190.1212769,7.524,Dfa,33,3,6,3,3,fixed,unknown,180,0,1/30/2012 7:10,1/23/2025 17:10,12.9917,1409060,32.25,2,pass,,,,,,
10013,Pvoutput.org Almaden Valley - San Jose,ZIP: 95120,America/Los_Angeles,37.231378,-121.874925,66.50632477,4.56,Csb,25,5,7,2,1,fixed,unknown,180,26,12/31/2012 7:15,1/23/2025 17:15,12.0712,1498691,34.3,2,pass,,,,,,
10014,Pvoutput.org Oakhurst,ZIP: 93644,America/Los_Angeles,37.358162,-119.679978,761.8326416,6,Csa,25,5,8,2,1,fixed,unknown,180,27.5,1/26/2012 7:00,2/23/2025 10:50,13.0876,1614515,36.95,2,pass,Wrong mounting config identified. Please manually review.,,,,,
10017,Pvoutput.org Andrews 30 Sunpower 240s,ZIP: 19335,America/New_York,40.006855,-75.802725,169.7474365,7.2,Cfa,34,4,6,3,3,fixed,unknown,180,30,12/30/2018 8:00,2/24/2025 10:00,6.1589,828503,18.96,2,pass,,,,,,
10018,Pvoutput.org JPH Test,ZIP: 94597,America/Los_Angeles,37.777208,-121.955399,191.3871155,5.04,Csb,33,3,6,3,1,fixed,unknown,180,1,2/28/2012 6:50,1/23/2025 17:20,12.9123,1483047,33.94,2,pass,,,,,,
10019,Pvoutput.org Golden rays,ZIP: 80403,America/Denver,39.798127,-105.226237,1803.02417,7.82,Dfb,12,2,4,1,3,fixed,unknown,180,1,12/1/2011 8:20,1/24/2025 8:15,13.1589,1598021,36.58,2,pass,Wrong mounting config identified. Please manually review.,,,,,
10020,Pvoutput.org Schaffer,ZIP: 92782,America/Los_Angeles,33.754828,-117.769851,88.27826691,6.525,Csa,34,4,7,3,0,fixed,unknown,135,23,12/20/2011 6:45,2/24/2025 7:10,13.1917,1807697,41.37,2,pass,,,,,,
10021,Pvoutput.org Salt Lake City UT,ZIP: 84106,America/Denver,40.706246,-111.85657,1340.021851,6.72,Dfb,24,4,7,2,2,fixed,unknown,180,26.1,1/1/2012 8:00,2/24/2025 8:15,13.1589,1245425,28.51,2,pass,Wrong mounting config identified. Please manually review.,,,,,
10022,Pvoutput.org Schaffer 2 (Auto Updates),ZIP: 92782,America/Los_Angeles,33.739571,-117.78618,47.76081467,6.525,Csa,34,4,7,3,0,fixed,unknown,135,23,1/7/2012 7:10,2/24/2025 6:55,13.1424,1794854,41.08,2,pass,,,,,,
10024,Pvoutput.org Austin SW,ZIP: 78749,America/Chicago,30.216108,-97.85828,236.9563904,7.7,Cfa,45,5,8,4,2,fixed,unknown,135,32,1/9/2012 8:10,1/24/2025 14:40,13.052,1494239,34.2,2,pass,Wrong mounting config identified. Please manually review.,,,,,
10025,Pvoutput.org Lockport NY,ZIP: 14094,America/New_York,43.160857,-78.68756,194.4611359,17.625,Dfb,32,2,5,3,3,fixed,unknown,180,35,1/29/2013 7:35,1/24/2025 16:05,11.9945,1371514,31.39,2,pass,,,,,,
10026,Pvoutput.org Howards System,ZIP: 08840,America/New_York,40.543354,-74.3587,36.85355377,8.28,Cfa,34,4,6,3,3,fixed,unknown,180,25,1/20/2012 7:20,1/24/2025 15:55,13.0219,1462524,33.47,2,pass,Wrong mounting config identified. Please manually review.,,,,,
10027,Pvoutput.org Pattelbert-West,ZIP: 22301,America/New_York,38.819863,-77.05854,9.946813583,4.7,Cfa,34,4,7,3,3,fixed,unknown,90,42,1/18/2012 7:30,1/24/2025 16:30,13.0273,1453323,33.26,2,pass,,,,,,
10028,Pvoutput.org R & R in Hilo Hawaii,ZIP: 96720,Pacific/Honolulu,19.70932,-155.096467,82.58058929,3.84,Cfb,36,6,9,3,0,fixed,unknown,225,0,1/18/2012 7:00,1/24/2025 13:30,13.0273,1377082,31.52,2,pass,,,,,,
10029,Pvoutput.org Chestnut Hill,ZIP: 19465,America/New_York,40.206057,-75.66107,105.7484665,11.04,Cfa,34,4,6,3,3,fixed,unknown,180,30,6/29/2012 6:15,1/24/2025 16:25,12.5808,1403437,32.12,2,pass,Wrong mounting config identified. Please manually review.,,,,,
10030,Pvoutput.org North Reading MA,ZIP: 01864,America/New_York,42.583436,-71.0982,40.09022141,4.6,Dfb,33,3,6,3,3,fixed,unknown,225,30,1/18/2012 7:25,12/6/2021 13:30,9.8904,1052462,24.09,2,pass,,,,,,
10031,Pvoutput.org D & T System,ZIP: 45036,America/New_York,39.440152,-84.22175,234.6027832,4.8,Cfa,34,4,6,3,3,fixed,unknown,180,30,1/20/2012 8:05,12/6/2021 13:30,9.8849,1105771,25.31,2,pass,,,,,,
10032,Pvoutput.org Rees Residence,ZIP: 92024,America/Los_Angeles,33.053092,-117.26855,107.1267166,3.24,Csa,34,4,6,3,0,fixed,unknown,270,4,1/20/2012 6:55,1/24/2025 13:15,13.0219,922723,21.12,2,pass,,,,,,
10033,Pvoutput.org Solar Farm on the Home Barn,ZIP: 92084,America/Los_Angeles,33.213309,-117.21474,163.9241791,4.41,Csa,34,4,7,3,0,fixed,unknown,180,22,1/21/2012 7:05,3/7/2023 8:40,11.1315,1284279,29.39,2,pass,Wrong mounting config identified. Please manually review.,,,,,
